,l_1,l_2,l_3,l_4,l_5,l_6,p_1,p_2,p_3,p_4,p_5,p_6,brows_class
108,140.82805393548352,147.37175853402516,156.7030477297407,154.1481374579396,144.685815249914,148.8322410458688,150.55121828672657,141.1886159632416,130.451306036017,145.3209543624977,135.87870072791165,144.60520415501293,high_arch
109,156.52960991460102,166.70340985853576,171.01179647268563,158.04004415724867,156.88314378114143,166.58072101069672,165.3085035890931,158.97681650103954,150.71913145463722,157.6111527486834,152.80596004467102,159.5277204802581,high_arch
110,139.02704791832048,144.96076683583198,146.1069966773723,153.59213849580058,146.81561907413393,153.07764301766676,147.72435568542238,139.3615726450206,129.39979471049057,145.81824634592994,135.80035463739722,143.82037955202105,high_arch
111,126.0361301907076,135.5098218705896,142.22431569404534,144.82308079178492,134.24283113494147,142.32571192166137,145.84146629837508,142.19347005529553,134.32973407228306,150.04461160322202,141.96247556646054,149.39211329854837,high_arch
112,135.2538002425863,144.08801742751126,150.0684881594922,149.74356283647074,141.35063764907824,149.01966003003554,150.64224645720873,146.22068678371525,137.68011629163905,150.5506343628409,143.55294175882648,151.52579638992563,high_arch
113,126.24581779868747,134.9878016226001,140.51501867375046,146.50338963253182,135.51616422976483,143.35738337429714,147.1925994797726,149.7964298296786,148.4189569233941,163.17937372771576,156.76496469234002,159.25744763748787,high_arch
114,126.32541335750064,133.56401270248278,140.77263612305873,146.58391864203566,134.68804784013875,140.13737500609028,135.67259831760134,125.85719893243059,117.11595515629655,141.2239261191439,126.99001440805397,133.06208110570398,high_arch
115,124.3123513465304,133.38045143058704,140.69005477625785,144.2229774776018,132.8357823926228,140.36937354728335,146.5482910761105,139.4437560085276,133.7622736207385,151.81214871886397,140.8794048676882,144.6660363843998,high_arch
116,127.76332666118618,133.55022395929907,137.74120655564352,148.5342361508412,137.41689380699398,142.29162348042613,135.8737241119672,129.16983078881154,121.08118179364006,143.44752724790845,131.1665728428091,137.57390439512199,high_arch
117,131.0992515610338,148.29769423930819,156.40867990540212,139.8098992481503,134.57684831760798,150.9656696180094,154.49756069189183,150.46890793293488,146.34087974308216,159.27951470030885,151.88800827534865,155.00532749792666,high_arch
118,138.6123637867005,144.78527820915014,152.30276854779072,153.5401751132718,144.0732827704937,148.05824339487125,146.54343850904905,144.59313426273033,127.51364336001942,137.72631099390625,134.1776290200018,152.72323661688634,high_arch
119,148.73216772452705,153.2397037377002,157.06789956241022,160.1342319782816,153.67170689482913,157.26470757869362,152.52710112510724,146.48161899715765,128.453709216706,137.36137465817563,133.11072008352443,151.10028703862557,high_arch
120,133.54753336669933,137.0063923722274,141.199514912989,153.40707444929382,142.51842687944216,144.817148118678,145.88336519451136,145.26441584536065,132.63862534182437,144.66273414451396,140.54846629371806,154.7016248489839,high_arch
121,132.911110333793,142.00784722897686,150.24658510758496,148.40059152110976,138.76173931493548,145.89988509959392,152.01258712871282,144.98412726668204,140.33550044858305,156.33396001461236,146.36332356825727,148.9097070581161,high_arch
122,128.88910479689238,150.2194648311738,156.29735404903374,133.7981669355479,131.92467392194797,153.76423128676868,153.8766034071751,147.57893523749306,141.97276928602648,156.12471914607247,147.52880770915152,151.3103322366535,high_arch
123,128.38978177487124,137.72168924837194,141.69394730594206,145.65186200660958,137.41526204366272,146.63068926031357,141.51200782141854,140.0873432156464,137.33767527574759,155.89339424447857,146.37205291897428,148.92424404157896,high_arch
124,140.8670937979215,150.31726792597695,155.17037160807743,151.51290013031524,145.55914563063465,154.28266668222625,154.22067025593424,149.18052573573368,140.3089887113524,151.92751306414704,145.4987653153172,153.64254131856836,high_arch
125,124.49099061994356,135.72446018213265,141.94163455266195,142.74166234267594,133.1168761669118,143.69949991212553,143.83354695936848,143.2189702724463,144.50608058102387,163.2403019958058,153.4563119015417,151.75424335557088,high_arch
126,131.17395737904022,140.48541865252653,148.5991973242679,147.2647737278924,137.5371951764908,144.85132734280808,152.55654743505283,144.02179346167787,134.35625428582463,148.39249775375112,139.51183860323087,147.22381404499998,high_arch
127,137.37160953971986,144.54142467615844,152.55014226208752,151.80692163549014,142.53599478168485,147.641341362593,148.88157617246588,140.25726556882805,130.05805251710873,145.94499613828955,136.1517055361106,144.14494707677318,high_arch
128,140.58641741984454,150.67795810772827,155.55604521958347,151.00861299131967,145.1525994058907,154.70031248833294,156.917837868797,153.434948822922,144.0039657500252,153.38631065165703,148.64723833314406,157.92686459921333,high_arch
129,136.16410132396868,142.4375356832688,149.53819615350176,152.29730981912886,142.43595868634603,146.71402956629774,148.1878099213056,140.30025055384783,132.40215466416552,149.48976259388445,139.08561677997488,144.94023373379397,high_arch
130,130.97035660997352,140.41110914038532,150.8642117122315,146.69893760880268,136.17815329492828,142.662604102049,151.26020470831196,143.95247333415418,136.80062160116015,151.3895403340348,142.29926341321246,147.52880770915152,high_arch
131,143.54191282934988,148.92510737478213,151.50436138175502,156.68789133974246,149.91691237682392,154.9879009471859,147.83478705500931,137.63243486898648,116.96788128029037,129.89490955340773,122.73849825996957,142.54942176826324,high_arch
132,123.98506607233921,134.87988323779007,136.8476102659946,142.45207744340468,134.13006586437095,145.6347609387403,146.0138328903514,136.34262402653775,130.0302592718897,149.47029410006587,137.10379694685108,140.27740608290722,high_arch
133,138.73260467530878,143.09569736659,150.60394714505676,155.5175141026529,144.81616337875374,146.93815049450484,148.8220546357317,135.66619997018316,120.48894049983096,136.00508600525419,125.45547443444188,137.72631099390625,high_arch
134,134.05461089553557,138.21006876757707,143.4461871002513,153.05442240530172,142.09852731726474,144.81478667205226,138.3327374304123,125.67170957848711,108.96058342937964,129.75286109838356,117.25532837494308,131.36352474005162,high_arch
135,136.1605292476487,137.5366393434485,139.66097293648957,156.74589033753344,145.85641334806223,146.56524618431607,135.59212215523084,127.0497972449124,122.10963567214331,147.30053887899808,132.0951560831642,134.4588517041767,high_arch
136,136.9371120829418,142.93767392732582,149.27408634018272,152.78723379094077,143.2655531172176,147.55460167850623,147.56534837990728,139.2786943354822,128.44067797159016,145.06456820725188,135.1461623857795,144.17857835330446,high_arch
137,126.59236500299262,136.70666216771687,144.50776957866037,144.12930540803413,133.81269268427118,142.30037133893762,141.53951766305303,135.4072559161034,129.4161300392031,149.2431757376785,138.00492851645942,142.35550839596118,high_arch
138,128.8700627169248,132.68320163983972,136.43980621096566,151.3516827245366,139.1925200772321,142.02063219564346,133.30350482529397,129.82072549825784,127.259206144499,151.91626039487295,138.79335053587667,140.2913145131506,high_arch
139,115.04840930523677,126.00467877847656,134.13713968267095,137.85490479684276,125.17639151586944,134.46596692104794,138.49315320491934,131.69989820069605,128.40580973266108,151.0976429637982,137.88195866886443,138.741332144244,high_arch
140,128.37103861149345,134.7753118203755,142.5238204386386,148.64723833314406,136.3693594409072,140.7545653311022,134.96666912562546,130.51394200628138,123.4248111826038,145.3920545894167,133.7093255800043,140.00797189204027,high_arch
141,133.3606692803197,145.88287398096583,151.67300189406694,145.30484646876604,138.78504471710903,150.57027382778588,151.05607659939847,137.5674148265854,122.57224294359368,137.72631099390625,127.10665571775112,139.1208179507536,high_arch
142,129.95559827388396,133.7527167025478,143.803779030462,151.5120717544057,137.3996877605187,137.92116564334466,147.2282545087398,138.70216246605207,131.72967768064876,149.51086226381736,138.58910341181783,142.99306779864736,high_arch
143,123.65945876521188,132.2501404374707,139.51004861802997,143.69348861201823,132.20304073177118,139.18059256796445,143.9565896060127,139.24403449093836,132.9395132247709,150.5919506810271,141.00661034853522,146.26860099010705,high_arch
144,139.33231398318853,149.26451229807992,153.09642526129002,150.64224645720873,144.93165331970908,154.65382405805332,152.11325160979968,142.95571397516485,132.99193352625824,147.0470304912052,137.89212735599284,145.76046930602809,high_arch
145,125.81289986905914,145.99684389899957,157.8136983149035,136.02137246857706,128.8408369708569,146.99083497903928,153.65380100345513,146.2085241205951,143.72762993559618,159.72442139100903,149.05072306820279,149.25385063472825,high_arch
146,120.37055136618946,141.55006545747747,148.67875104270522,132.83892051177364,126.50496131011336,147.54896098989374,140.5915577557572,140.15105242437946,137.55861650831872,156.36265012809605,146.97118453669455,149.72528030947126,high_arch
147,132.84472437920851,145.60261310547597,151.9581798477555,144.36844608310585,137.84864433144884,150.0013184604715,150.25001531129138,142.21152496224437,133.33281805799902,148.45584297892373,139.1239075603156,145.81783358484103,high_arch
148,126.94089609712906,133.21008939175394,143.13010235415598,148.32453126189077,135.0,137.97373108248013,147.65255650055798,135.94538910446443,135.79695326062466,158.00259659335785,142.71736975880282,138.0664855011259,high_arch
149,119.29136217098426,137.9469075981663,147.94650951563693,133.37885408634662,125.02228737984944,142.42059336588133,147.61812295950776,139.8045161475075,139.3987053549955,159.7751405688319,146.91514707126504,144.17042483778903,high_arch
150,115.25841122195553,136.0169780307192,144.94057303311303,129.47245984834382,122.10625595511783,142.54942176826327,153.25594102617742,147.08607436354137,141.60096805990477,155.74021305270097,147.13951939564978,150.84691978196466,straight
151,144.30141419863284,156.97544150731423,161.63268338589398,149.8327043896156,146.88865803962798,159.28779155251905,163.061671922294,156.28331506592897,143.76239417259345,149.85571677031055,145.82745310382538,157.0978921156887,straight
152,135.4588152536693,149.2645122980799,151.75745549822122,144.78240703180728,140.96833219751693,155.53558974758104,154.23864451690844,149.85033829898424,140.17828470429814,151.326853510565,145.60261310547594,154.7963048460884,straight
153,147.51934306860443,156.01248420549535,155.89202903715267,155.51552487307646,152.76648197022084,162.42672755799865,155.85445803957836,151.92751306414704,142.2899749512161,151.92751306414704,147.0284206103593,156.5014343240479,straight
154,143.65539275292326,150.35660053472725,153.47495983563118,154.47030200946693,148.50680778220672,154.86307962682355,160.68814343564733,157.3836882785915,137.01123266263133,139.9090621386555,140.29294771424986,162.06110613747327,straight
155,143.48432213497043,151.24537106322674,157.56899190523794,154.05233634397973,147.45987580757392,153.59619355533832,158.1985905136482,153.92183279483507,145.1915018500277,154.03331641021936,149.16705552263122,157.22545932136896,straight
156,141.1251830752217,145.97417655085238,152.69088962003332,156.5014343240479,147.03911211602227,149.81278498795655,152.65012421993012,147.1218643669844,139.1226571613914,152.47691471424605,145.0008196190851,151.76044830907992,straight
157,140.30843191293016,146.64954578964594,151.32533224568482,154.37158112178244,146.4782368395336,151.8723776096721,145.96406612577414,139.91461836240777,127.8221277809324,143.53076560994813,134.91511742578402,146.25481010831768,straight
158,142.8533133019782,155.04095181220427,157.61986494804046,149.74356283647074,146.88865803962798,159.61487307210513,159.77514056883192,155.6407026840614,144.59517474705123,151.52885612208368,147.9556590070905,158.7802535711536,straight
159,144.09531546273547,151.39603645413317,156.73229518994304,155.4541559739704,148.78872158259855,154.9305823751529,156.0496217374615,151.13367761289234,143.33598357579044,154.29004621918875,147.94985447327883,154.84970144915013,straight
160,144.44731152471357,158.5990102870909,160.65926451696734,149.1026348397335,147.72435568542238,162.78392641220924,164.7636237822119,162.8670038496569,156.47641494155636,162.0750891540447,159.47847975978453,165.96375653207352,straight
161,148.56248748346724,151.83461597814858,151.29016998647433,161.100538456704,155.45295344730394,159.3602131953866,150.12052565793277,147.07237363335685,132.43565930095113,142.80640082923574,138.89606301510267,154.44723309182356,straight
162,115.82099197418928,134.0694300467302,139.46491770554357,132.3974377975002,125.13419305691563,143.88458092236698,144.19991804329604,142.6228444039153,140.80009149995288,158.74949449286677,149.24140889240584,150.69084595105133,straight
163,122.57459201927455,139.98411498257872,152.5429035896267,135.71001621161554,127.01652759959732,142.12501634890182,144.4704879548439,142.57688027983681,138.17188189407284,153.8111159548851,145.76517185102432,150.00920513018212,straight
164,130.46129577765302,138.43363036245054,138.15869445173612,148.2801846921758,140.61970935770947,149.74356283647074,138.85063882391077,135.31172586606246,129.41365658716086,149.21585347367358,138.66778805553142,144.05788812861766,straight
165,128.16958701330958,142.64462625308494,149.59891410487523,141.581944655178,134.2929923315679,148.01435353915966,152.604633336664,144.83266032367897,133.1102748693993,145.7023928063899,138.00634108437336,148.04866691071445,straight
166,133.7376265292869,140.2376344763507,144.04643540117274,150.72258010383806,141.5420381462119,147.57296475040863,143.0379473469496,139.97413221882854,134.65368990191638,151.64718557167637,142.68398182973397,147.5015758768327,straight
167,143.92249908655484,148.06751124597076,151.52712029074135,158.095813535836,150.33343576888117,153.58652460559028,146.3099324740202,139.10496211022885,122.6403414200439,136.44109929212215,129.0778773575444,145.05113420426997,straight
168,146.42684259133904,154.415188437924,157.6795876189762,155.88398856128015,150.90710512058214,158.6139410594058,156.80140948635182,151.3070054163131,134.69685055628588,142.1114808472606,138.54748938019665,155.28255908891663,straight
169,149.2753455171491,155.27343368896663,158.67449250835128,159.19679804889225,153.83623309911843,159.28132124848773,156.7197511621137,152.4154751563046,144.97771262015056,155.7458571812584,149.7697466670825,156.5154795976427,straight
170,142.57058017017442,147.65305390848434,152.2711208795277,156.61602975116713,148.42003233749256,152.38061239162562,149.80014192885648,137.80615397355956,116.39908000605358,130.2329786254747,121.63966428210918,141.4293756959547,straight
171,138.76254647598677,148.51656810879135,154.56726892331866,150.10713165500866,143.45616910315874,152.11533622559963,150.3595141772916,144.67078830984724,133.4168513292157,146.2241604130731,139.26464118430422,149.80074740474322,straight
172,145.21687962972675,148.02919480794375,151.5618360974147,159.9840403971173,151.55707137563667,153.434948822922,133.7981669355479,126.5110561194953,115.2362636469036,139.39870535499554,126.86989764584402,137.56377021146503,straight
173,124.41367559821944,141.248747187922,148.67130713219584,137.59186670523502,130.7321066997092,146.95343719547003,151.33737285987905,149.75240341339688,142.0971419752736,153.13808215559732,147.82353648565257,155.81419220212553,straight
174,138.65559530249405,149.67959336073568,150.18583726220135,149.47543596306141,145.44164186236512,157.6672927644213,152.48275207101017,148.98395570961523,138.57528801052328,149.97895501183893,144.3209848683998,154.59012166108184,straight
175,134.18150091423135,140.71081534938637,146.1089449648553,151.15677766803793,141.50717003776361,146.7910307659907,144.22211140449664,138.00730057952836,130.14008546883224,147.91216909929463,137.69967783889808,144.18274599956604,straight
176,135.1796100057471,138.99030754681925,143.45198536955473,154.22382536571382,143.620442676316,146.15049220650025,137.94404634998764,129.0938588862295,111.89242307563141,130.10090754621223,120.28160690745432,136.56541806282186,straight
177,150.29757726065066,153.60615084182706,148.64283901568066,161.6165298510184,158.1610392151101,163.76463091194145,150.8900213938845,150.92171425193706,139.0741306317775,148.93436351324766,145.84030545433058,159.23314726764005,straight
178,141.02349890013053,151.04233941593088,154.69595226754902,150.41253824534695,145.58732131823714,155.52238455091197,156.25050550713325,149.03624346792648,133.98039941674324,143.38560023479715,137.9385888170752,152.02052561151984,straight
179,128.453709216706,141.79506102101973,146.72511201516508,142.12501634890182,135.28224293627088,148.46998115207435,155.998719034387,151.7239194174436,147.29149804565594,159.71744091108343,152.5924245621816,155.90883554256203,straight
180,115.22037423739279,137.05183106250826,142.8676290661218,128.10095181149933,122.46857401275713,145.01628594512235,149.46477533881222,143.90025393341682,136.94808500651496,151.99514261195637,143.39021347460582,149.00840172542365,straight
181,126.021945739349,134.67855287815823,139.41651566822765,145.15854604502545,135.1906487878123,143.19372895711075,142.39527745539593,137.32672195317394,128.65980825409008,146.60100478569194,136.76627048600906,144.67293334694506,straight
182,133.2835480244307,142.3940086425983,144.10297320219428,147.75923187844458,141.06055079085684,150.70863782901574,148.7490489834193,140.7801901631095,133.05851360908562,149.58430999901125,139.32959105858674,144.86580694308435,straight
183,147.83560948640147,158.1026642594953,160.88888888793937,153.86358755562412,151.05827795486803,161.494052725793,160.8787072142583,159.03687143586785,149.47029410006587,155.28162162729308,152.8936585205112,162.94556022179464,straight
184,139.69215108376497,148.6415797701766,151.35866976616367,151.52579638992563,145.85543904603176,155.00124000990508,147.6118851465991,146.99334872358696,137.72631099390625,149.67639313745,144.71879220282563,155.02058623401896,straight
185,147.37215525051823,156.32621841914258,156.81388135805582,155.4052010410776,152.36702129692378,162.23235953291305,152.32119790700506,145.43391848490225,129.35377378400034,139.83440630626328,134.15540595458043,149.68285682916337,straight
186,140.25703692068197,152.0708196329545,156.49054228067493,149.36852678202465,144.74522964714143,156.3505129999736,157.45040784523442,152.76695416202602,143.38525943732677,152.97023798742282,147.60732658876657,156.32643601154837,straight
187,128.60199839923922,135.97402296708697,139.91114347168747,147.73293803699286,137.50142400429343,144.3489775892873,139.74760393368484,138.94988711489012,132.74474600717733,150.61007867247932,142.07605397873766,148.81303885316703,straight
188,154.3980803961971,156.437287521113,157.42169387894097,165.24567335010846,159.8603228580707,161.77115021446212,154.93139978602775,143.9726266148964,127.66562119858328,140.9061411137705,132.33699923393286,146.90830006131756,straight
189,129.375933905927,142.6983162480443,147.74385067599806,142.0798660197818,135.59487315501516,148.65781530831273,149.9216196783163,143.85440637100223,130.43519646432406,142.98160884020407,136.29309252459717,149.01632835593284,straight
190,118.03938166041267,133.76650103381488,141.16737170039866,135.88412394813545,126.15074152929894,141.22654448365125,148.39867462543086,146.9021158261492,146.1071237280267,162.94540525052247,154.07647682195798,154.39206851078168,straight
191,136.66691551391057,146.29135493719423,149.6201125120889,149.3002774491856,142.88149071894682,152.41646447520887,153.879720110802,151.85141777750636,141.4993462796546,150.77194805685485,146.6459742484832,157.50972183117628,straight
192,128.8881474484197,138.9393993611133,144.60792509147677,145.27768778245448,136.25680629638398,145.44267728006128,150.71205505070634,150.8888074951123,145.6950725251669,157.95425593449428,152.47559864014534,158.38399039846203,straight
193,135.2640339812591,147.24565091319857,151.14007379744834,146.63727668311844,140.97462711875878,152.847362844008,152.29511777426026,148.76709734731412,136.6227898404172,147.3807569288072,142.26344207883452,154.52223818570872,straight
194,147.45768454177175,153.86656457835412,159.96114125674168,156.96163963358873,150.79510722273716,155.63182413110852,158.03836036641127,148.2397460975473,126.80632986921205,134.42127443439225,129.54608111140877,149.8422270579111,straight
195,144.39669981915887,154.11025378212003,157.84915801500452,152.3653535633009,148.0976514126934,157.56369560982708,157.66284068150142,152.8335839076638,136.3901384486101,142.98413594820076,139.928054619743,156.50839764828535,straight
196,137.35688016653808,149.82368273462518,154.0383286944768,146.80988295702826,142.06031193878766,154.44003482817618,156.8734796112512,150.25511870305778,140.04644185968567,150.54632727307904,144.18883607735876,153.13808215559732,straight
197,145.8089019060841,153.40536917685967,156.32610149128706,155.5825342512205,150.66415353708985,158.1159199084357,153.16205734143657,148.48522024171208,137.53392009565653,148.99183961772587,142.95488644925064,153.40646235882252,straight
198,134.5377142817594,143.50705595484487,146.66975543699496,149.0569502901233,141.84620697045708,150.73007283718636,145.7890989719297,143.10901447159216,133.06267274392437,147.46661662540507,140.66168510028496,150.96885571925398,straight
199,132.81419919322443,138.81829313551322,143.4386030929614,152.4680232512777,141.4873732411042,146.47187602104677,135.14264479950836,131.07281291574475,128.07278187399083,151.0816519568137,137.74410287187072,139.70361470429322,straight
200,144.55777837162037,153.6041910539744,159.59612516479473,153.88812632914022,148.16150864178204,155.94634070068093,155.8448957518927,150.74406196341303,140.07000961245583,149.90080228417003,144.4755759157497,154.500853567987,straight
201,125.39999295058168,131.36106643826238,138.73032289222246,148.47649790343664,135.06898946637347,139.08638838834483,141.5575539597782,135.86940229537123,131.05397648671772,151.3247673472708,139.9387644581892,143.09910932823203,straight
202,147.0947570770121,160.4383505398946,160.10774294664455,151.26020470831196,150.7807533095154,165.82766229986802,157.90210788431125,156.89663784106935,148.9949244033251,156.74169530316453,153.51560918190205,161.99880309342748,straight
203,129.5027503042446,138.387154341173,143.38971895787822,146.49513711097336,137.40021446085666,145.56888045002512,146.88865803962798,140.7796747770831,131.82505943290704,147.480841391757,138.54708572036316,146.2951864237698,straight
204,144.05565552314573,145.03793846626107,150.5580613285615,159.87448910849923,150.01428593863898,148.89705911049882,156.0500060158492,142.19347005529553,121.90743418940743,134.67008553002572,125.95493226835445,143.79947304457778,straight
205,115.10456866523435,132.9833761253769,145.8758818418808,130.42607874009914,120.8329444773688,136.68468431789628,148.9263311728834,145.30381537569974,141.30291848990805,156.3896155355204,147.83328156421203,150.9377161192471,straight
206,138.50513513128112,147.99724495830927,153.434948822922,150.2551187030578,143.54528189530086,152.08627287815986,157.40431635942045,153.57878729776644,145.17207378368843,154.53785974466186,149.46236388841922,157.41332690290596,straight
207,137.39608517536325,141.9272181260092,142.12501634890182,153.7627659804547,146.29816017512832,151.3895403340348,145.94717074717693,140.7838708641571,133.7850501639637,151.4909297979858,141.77404674384903,147.67772581555735,straight
208,145.8326882949474,157.32821842729408,161.41828976774215,151.8708827099533,148.78084603602846,160.10001428556407,160.368767507189,154.81141331926946,141.76827150896176,148.5220930363132,144.67735141841445,157.1594646401302,straight
209,142.3750731216981,149.14172401522146,152.07908884681538,155.04095181220427,148.4675023425987,154.9923529963639,154.23623615302904,152.36547091494796,145.27639083927187,155.91218940912609,150.81002415676795,158.03275659318712,straight
210,141.67069322245064,150.9579825956387,155.46785004732487,151.92751306414704,146.29683030651177,154.9353371303779,158.1175259737222,152.8297342256772,141.00482286780982,149.20969131199445,144.70348155350783,155.91191505020535,straight
211,132.0114360048075,139.92775042451538,142.4046441179071,148.9259887364479,140.58601267072433,148.57788700992606,145.51081173689576,140.89675819649983,133.75492984431176,150.60672999644945,141.50970207064918,147.75278225170513,straight
212,122.90524292298791,134.65895772114115,137.12109639666144,141.34019174590992,133.21008939175394,145.61965527615513,144.04735148139576,144.2996808659198,141.8686912845874,158.95208480191008,150.24609858671022,153.031148135334,straight
213,146.95628790048605,155.98043382876128,157.60178106241904,154.66926766401707,151.24804838758777,160.78694552982864,160.91399079684854,158.1868591912255,153.35809336329902,162.1454516660808,157.40017905307056,161.80834389534283,straight
214,133.52744491930565,141.0639803274724,145.6845129007766,150.5612284716498,141.11166779123715,147.89423941849972,152.35038214506503,147.11964235103537,141.91409923966805,156.0079955953807,147.70458530180335,151.45131612304462,straight
